"","Statute","Type","Degree","Desc"
"2449","468.2230(1)(B)","M","2","FRAUD-IMPERSON USE TITLE OCCUPATIONAL THERAPIST WO"
"2450","468.223(1)(C)","M","2","FRAUD-IMPERSON PRESENT OCCUPATIONAL THERAPY LIC OF"
"2451","468.223(1)(F)","M","2","HEALTH-SAFETY USE SUSP RVKD INACTIVE OCCUPATION TH"
"2452","468.223(1)(G)","M","2","PUBLIC ORDER CRIMES CONCEAL INFO RE OCCUPATIONAL T"
"2453","468.311","M","2","RADIOLOGIC TECHNOLOGY/ILLEGAL PRACTICE"
"2454","468.311(1)","M","2","HEALTH-SAFETY PRAC RADIOLOGIC TECH OR ASSIST WO CE"
"2455","468.311(2)","M","2","HEALTH-SAFETY USE SUSP RVKD RADIOLOGIC TECH OR ASS"
"2456","468.311(3)","M","2","HEALTH-SAFETY STUDENT PRACT RADIOLOGIC TECH WO SUP"
"2457","468.311(4)","M","2","HEALTH-SAFETY ALLOW RADIOLOGIC STUDENT PRACT WO SU"
"2458","468.311(6)","M","2","FRAUD-IMPERSON USE TITLE RADIOLOGIC TECH OR ASSIST"
"2459","468.311(7)","M","2","PUBLIC ORDER CRIMES CONCEAL INFO RADIOLOGIC TECH O"
"2460","468.366(1)","F","3","RESPIRATORY THERAPY/PRACTICE W/O LICENSE"
"2461","468.385(2)","F","3","AUCTION/CONDUCT WITHOUT A LICENSE"
"2462","468.385(7)","F","3","AUCTION WITHOUT A LICENSE"
"2463","468.413(1)","F","3","TALENT AGENCY/OPERATE WITHOUT A LICENSE"
"2464","468.432(1)","M","2","LICENSURE OF COMMUNITY ASSOCIATION"
"2465","468.4561","M","1","UNLICENSED ATHLETE AGENT/CONSPIRACY"
"2466","468.4561","F","3","UNLICENSED ATHLETE AGENT ACTIVITY"
"2467","468.45615(4)","F","2","ATHLETE AGENT/ILLEGAL INDUCEMENTS TO ATHLETE"
"2468","468.629","M","1","BLDG CODE/CERTIFICATE VIOLATIONS"
"2469","470.031(1)(A)","M","2","FUNERAL DIRECTOR/EMBALMER/NO LICENSE"
"2470","471.031(1)(A)","M","1","ENGINEERING/REGISTRATION VIOLATION"
"2471","471.031(1)(B)","M","1","ENGINEERING/FALSELY USING TITLE OR DESIGNATION"
"2472","473.322(1)(A)","M","1","ACCOUNTING/PRACTICE WITHOUT A LICENSE"
"2473","473.322(1)(B)","M","1","ACCOUNTANT/USE TITLE W/O LICENSE"
"2474","474.213(1)(A)","F","3","VETERINARY MEDICINE/PRACTICE WITHOUT LICENSE"
"2475","475.42(1)(A)","F","3","REAL ESTATE BROKER/ACT WITHOUT LICENSE"
"2476","476.194(1)","M","2","BARBERING WITHOUT LICENSE"
"2477","477.0265(1)(A)","M","2","COSMETOLOGY/PRACTICE WITHOUT A LICENSE"
"2478","477.029(1)(B)","M","2","COSMETOLOGY SALON/OPERATE WITHOUT A LICENSE"
"2479","477.029(1)(C)","M","2","COSMETOLOGY/PERMIT EMPLOYEE/PRACTICE W/O LICENSE"
"2480","480.047","M","1","MASSAGE/PRACTICE WITHOUT A LICENSE"
"2481","481.223","M","1","ARCHITECTURE/PRACTICING W/O LICENSE"
"2482","481.223(1)(B)","M","1","INTERIOR DESIGN/PRACTICE W/O REGISTRATION"
"2483","481.223(1)(C)","M","1","ARCHITECT/USING TITLE WITHOUT A LICENSE"
"2484","482.071(1)","M","2","OPERATE PEST CONTROL BUSINESS WITHOUT A LICENSE"
"2485","482.165(1)","M","2","PRACTICE PEST CONTROL WITHOUT A LICENSE"
"2486","482.191","M","2","PEST CONTROL VIOLATION"
"2487","484.013(1)(C)","F","3","DISPENSE OPTICAL DEVICES WITHOUT PRESCRIPTION"
"2488","484.013(2)","M","2","OPTICIAN/UNLAWFUL USE OF TITLE"
"2489","486.151(1)","M","1","PHYSICAL THERAPY/UNLAWFUL PRACTICES"
"2490","488.04(1)","M","1","DRIVING SCHOOL INSTR/RECEIVE COMPENSATION W/O CERT"
"2491","488.045","M","1","DRIVING SCHOOL/COMMERCIAL/ID CARD"
"2492","488.05","M","1","DRIVING SCHOOL/VEHICLE ID CERTIFICATE"
"2493","489.127(1)","M","1","CONTRACTOR VIOLATIONS"
"2494","489.127(1)(A)","M","1","CONTRACTOR/FALSELY ADVERTISE AS LICENSED"
"2495","489.127(1)(B)","M","1","CONTRACTOR/CERTIFICATE HOLDER/FALSELY IMPERSONATE"
"2496","489.127(1)(E)","M","1","CONTRACTING/USE CERT/REGIST/WHEN REVOKED/SUSPENDED"
"2497","489.127(1)(F)","M","1","CONTRACTING/ENGAGE IN WITHOUT A LICENSE"
"2498","489.127(1)(G)","M","1","CONTRACTING/BUSINESS WITHOUT QUALIFYING AGENT"
"2499","489.127(1)(H)","M","1","BUILDING W/O A PERMIT"
"2500","489.127(1)(I)","M","1","CONTRACTING W/O A LICENSE/VIOL OF COUNTY ORDINANCE"
"2501","489.127(2)(B)","F","3","CONTRACT/W/O LIC/PREVIOUS FINDING OF GUILT"
"2502","489.127(2)(C)","F","3","CONTRACTING W/O LICENSE/DURING STATE OF EMERGENCY"
"2503","489.127(4)","F","3","CONTRACTOR/ALLOW ANOTHER TO USE CERT/LIC/2ND TIME"
"2504","489.127(4)","M","1","CONTRACTOR/ALLOW ANOTHER TO USE CERT/REG"
"2505","489.127(4)(C)","M","1","CONTRACTOR/LICENSED/OBTAIN ILLEGAL PERMIT"
"2506","489.143(9)","F","3","CONSTRUCTION FUND/FRAUDULENT CLAIM"
"2507","489.531","M","1","CONTRACTING/PROHIBITIONS, PENALTIES"
"2508","489.531(1)(A)","M","1","CONTRACTING/ENGAGE IN ELECTRICAL W/O LICENSE"
"2509","490.012","M","1","PSYCHOLOGICAL SERVICES/NO LICENSE"
"2510","491.0112(1)","F","3","PSYCHOTHERAPIST ENGAGE IN SEX WITH CLIENT"
"2511","491.0112(2)","F","2","PSYCHOTHERAPIST ENGAGE SEX W CLIENT DECEPTION"
"2512","493.6111","M","1","LICENSE/PRIVATE INVEST/SECURITY/REPO/VIOLATIONS"
"2513","493.6111(5)(B)","M","1","SECURITY OFFICER/FAIL TO CARRY ID CARD/LICENSE"
"2514","493.6115","M","1","SECURITY OFFICER/CARRYING FIREARM WHEN NOT REQU"
"2515","493.6120(7)","F","3","FRAUDULENT TRAINING CERTIFICATE"
"2516","493.6301(5)","M","1","SECURITY OFFICER/FAIL TO HAVE CLASS D LICENSE"
"2517","493.6301(6)","M","1","SECURITY OFFICER/CARRY FA W/O CLASS G LICENSE"
"2518","493.6405","F","3","VEHICLE/MOBIL HM/BOAT/SALE/PERMIT VIOLATION"
"2519","494.0025","F","3","MORTGAGE FRAUD"
"2520","494.0025(2)","F","3","MORTGAGE LENDER/ACT AS CORRESPONDENT/NO LICENSE"
"2521","494.0025(3)","F","3","MORTGAGE/BROKER WITHOUT A LICENSE"
"2522","494.0025(4)","F","3","MORTGAGE TRANSACTIONS/FRAUD"
"2523","494.0025(5)","M","1","MORTGAGE TRANSACTIONS/FALSE STATEMENTS/ATTEMPT"
"2524","494.0025(5)","F","3","MORTGAGE TRANSACTIONS/FALSE STATEMENTS"
"2525","496.415(16)","F","3","UNLAWFUL CHARITABLE SOLICITATION"
"2526","496.415(3)","F","3","UNLAWFUL CHARITABLE SOLICITATION"
"2527","496.415(4)","F","3","UNLAWFUL CHARITABLE SOLICITATION"
"2528","496.415(5)","F","3","UNLAWFUL CHARITABLE SOLICITATION"
"2529","496.415(6)","F","3","UNLAWFUL CHARITABLE SOLICITATION"
"2530","497.386(2)","M","1","HUMAN REMAINS/PRESERVATION VIOLATION"
"2531","497.386(3)","M","1","HUMAN REMAINS/TRANSPORTATION VIOLATION"
"2532","497.405(1)(A)","F","3","FUNERAL/CEMETARY SERVICES/CERTIFICATE OF AUTHORITY"
"2533","497.519","M","1","FUNERAL/CEMETARY SVCS/DEPOSIT/W/DRAWAL/CONSPIRACY"
"2534","497.519","F","3","FUNERAL/CEMETARY SERVICES/DEPOSIT/WITHDRAWAL VIOLA"
"2535","498.059(6)","F","3","LAND SALES/FRAUD"
"2536","499.005(12)","M","2","PRESCR DRUGS/POSSESSION"
"2537","499.005(14)","M","1","LEGEND DRUG/PURCHASE OR RECEIVE/CONSPIRE/>07/01/03"
"2538","499.005(15)","F","3","DRUGS/UNAUTH SALE/TRANSFER"
"2539","499.005(2)","M","2","DRUGS/COSMETICS/ADULTERATE OR MISBRAND"
"2540","499.005(20)","M","2","LEGEND DRUG/IMPORTATION/PRIOR TO 7/1/03"
"2541","499.005(4)","M","2","DRUGS/COSMETICS/SALE/PURCHASE/DISTRIBUTION"
"2542","499.0051(1)","F","3","PRESCR DRUG/FAIL TO MAINTAIN/DEL PEDIGREE PAPERS"
"2543","499.0051(10)","F","1","PRESCRIPTION DRUGS/SELL/PURCH/DEATH - PBL"
"2544","499.0051(12)","M","2","ADULTERATED/MISBRANDED DRUGS/FALSE ADV/NO RECORDS"
"2545","499.0051(14)","F","2","PRESCRIPTION DRUGS/ADULTERATE/MISBRAND/COUNTERFEIT"
"2546","499.0051(2)","F","3","PRESCR DRUG/FAIL TO AUTHENTICATE PEDIGREE PAPERS"
"2547","499.0051(3)","F","2","PRESCR DRUG/FORGERY OF PEDIGREE PAPERS"
"2548","499.0051(4)","F","3","PRESCR DRUG/PURCHASE/RECEIVE/UNAUTH PERSON/ATTEMPT"
"2549","499.0051(4)","F","3","PRESCR DRUG/PURCHASE OR RECEIVE/CONSPIRE"
"2550","499.0051(4)","F","2","PRESCR DRUG/PURCHASE/RECEIVE/UNAUTHOR PERSON"
"2551","499.0051(5)","F","2","PRESCR DRUG/SALE/TRANSFER/UNAUTHORIZED PERSON"
"2552","499.0051(6)","F","3","PRESCR DRUGS/SELL/DISTRIBUTE/POSSESS/ATTEMPT"
"2553","499.0051(6)","F","2","PRESCR DRUG/SELL/DELIVER/POSSESS W/INTENT"
"2554","499.0051(7)","F","2","TRAFFICKING/CONTRABAND/PRESCRIPTION DRUGS/CONSPIRE"
"2555","499.0051(7)","F","1","TRAFFICKING/CONTRABAND/PRESCRIPTION DRUGS"
"2556","499.0051(8)","F","1","PRESCRIPTION DRUGS/FORGERY OF LABELS"
"2557","499.0051(9)","F","1","PRESCRIPTION DRUGS/SALE/PURCH/GRT BODILY HARM"
"2558","499.03(1)","M","2","PRESCR OR NEW DRUG/POSSESSION W/O PRESCRIPTION"
"2559","499.03(3)","M","1","PRESCR/NEW DRUG/POSN W/INT TO SELL/DELVR/CONSPIRE"
"2560","499.03(3)","F","3","PRESCR/NEW/DRUG/POSSESS W/INTENT TO SELL/DELIVER"
"2561","499.06(1)","F","2","DRUG/COSMETIC ACT/VIOLATION STOP SALE/USE ORDER"
"2562","499.0691(1)","M","1","DRUGS/ADULTERATION/MISBRANDING/2ND> CONVICTION"
"2563","499.0691(1)","M","2","DRUGS/ADULTERATION/MISBRANDING VIOLATIONS"
"2564","499.0691(2)(E)","F","3","PRESCR DRUGS/IMPORTATION/WHOLESALE DISTRIBUTION"
"2565","499.0691(3)","F","2","DRUGS/VIOLATIONS RELATED TO"
"2566","500.121(5)","M","2","REM/DEFACE SIGN/OPEN W/O PERMIT/PERM SUSP/REVOKED"
"2567","500.04(1)","M","2","FOOD/SALE/DELIVERY OF ADULTERATED OR MISBRANDED"
"2568","500.04(10)","M","2","FOOD/MARK/STAMP/TAG/FORGE/COUNTERFEIT"
"2569","500.04(11)","M","2","FOOD/LABELING/ALTER/MUTILATE/DESTROY"
"2570","500.04(2)","M","2","FOOD/ADULTERATE OR MISBRAND"
"2571","500.04(3)","M","2","FOOD/RECEIPT/DELIVER ADULTERATED/MISBRANDED"
"2572","500.04(4)","M","2","FOOD/SALE/DELIVERY W/O PERMIT"
"2573","500.04(5)","M","2","FOOD/DISSEMINATION OF FALSE ADVERTISING"
"2574","500.04(6)","M","2","FOOD/REFUSE ENTRY/TO TAKE SAMPLE/INSPECTION"
"2575","500.04(7)","M","2","FOOD/FALSE GUARANTEE"
"2576","500.04(8)","M","2","FOOD/REMOVAL/DISPOSAL/USE/DETAINED/EMBARGOED ARTIC"
"2577","500.04(9)","M","2","FOOD/ALTER/REMOVE LABELING"
"2578","500.174(1)","M","2","FOOD/REMOVE/DISPOSE OF SEIZED ARTICLE"
"2579","500.174(2)","M","2","FOOD/CANDY/SELL W/>0.5 ALCOHOL"
"2580","500.302","M","1","FOOD/GRAIN PRODUCT/SELL/ENRICHMENT STANDARD VIOL"
"2581","500.451","F","3","SELL BUY POSS TRANSPORT HORSEMEAT WO STAMP"
"2582","501.001(2)(A)","F","1","TAMPERING WITH CONSUMER PRODUCT/RECKLESS DISREGARD"
"2583","501.001(2)(B)","F","2","TAMPERING W/CONSUMER PRODUCT W/INTENT/INJURE BUS"
"2584","501.001(2)(C)","F","2","TAMPERING W/CONSUMER PRODUCT/FALSE INFORMATION"
"2585","501.001(2)(D)","F","3","TAMPERING W/CONSUMER PRODUCT/THREATEN"
"2586","501.016","M","1","HEALTH STUDIO/BOND REQUIREMENT"
"2587","501.022","F","3","HOME SOLICITATION W/O A PERMIT/SUBSQUENT OFFN"
"2588","501.022","M","1","HOME SOLICITATION W/O A PERMIT"
"2589","501.031","M","1","HOME SOLICITATION SALES AGREEMENT VIOLATION"
"2590","501.055(2)","M","1","HOME SOLICITATION SALE/EXPIRED PERMIT"
"2591","501.623(1)","F","3","TELEMARKETER/UNLIC/SALESPER SOLICIT ON BEHALF"
"2592","501.623(2)","F","3","TELEMARKETER/EMPLOY SALESPERSON TO SOLICIT"
"2593","501.623(3)","F","3","TELEMARKETER/UNLICENSED SOLICITATION"
"2594","501.623(4)","F","3","TELEMARKETER/FALSE INFO ON APPLICATION"
"2595","506.11","M","2","TRADEMARK/UNLAWFUL USE"
"2596","506.13","M","2","NAME/SEAL/UNLAWFUL USE"
"2597","506.24","M","1","POSSESS FIELD BOX WITH REGISTERED MARK"
"2598","506.508","M","1","DAIRY CASE/UNLAWFUL USE OF"
"2599","506.509","M","1","SHOPPING CART/POSSESSION"
"2600","506.513","M","1","SHOPPING CART/ILLEGAL USE"
"2601","507.07(1)","M","1","PUBLIC ORDER CRIMES MOVER OR BROKER VIOL MOVING RE"
"2602","509.141","M","2","GUEST/REFUSE TO LEAVE"
"2603","509.143","M","1","DISORDERLY CONDUCT/ESTABLISHMENT/RESIST"
"2604","509.143","M","2","DISORDERLY CONDUCT/ESTABLISHMENT"
"2605","509.144(3)","M","1","DIRECTING PROHIBITED HANDBILLS IN PUBLIC LODGING"
"2606","509.144(2)","M","1","HANDBILLS PROHIBITED IN PUBLIC LODGING"
"2607","509.151","F","3","DEFRAUD INKEEPER/ $300 OR MORE"
"2608","509.151","M","2","DEFRAUD INKEEPER /LESS THEN $300"
"2609","509.162(4)","F","3","THEFT OF PERSONAL PROPERTY BY A HOTEL EMPLOYEE"
"2610","509.241(1)","M","2","OPERATIONAL LICENSE/OPERATE WITHOUT"
"2611","509.241(2)","M","2","OPERATIONAL LICENSE/FAILURE TO OBTAIN"
"2612","509.241(3)","M","2","OPERATIONAL LICENSE/FAILURE TO DISPLAY"
"2613","509.261(3)","M","2","FOOD/LODGING ESTABLISHMENTS/NO LICENSE"
"2614","509.281(2)","M","2","PUBLIC LODGING VIOLATION"
"2615","517.07","F","3","SECURITIES/SALE OF UNREGISTERED SECURITY"
"2616","517.12(1)","F","3","SECURITIES/SALE OF SECURITY BY UNREGISTERED DEALER"
"2617","517.301","M","1","SECURITIES FRAUD/CONSPIRACY TO COMMIT"
"2618","517.301(1)(A)","F","3","SECURITIES/FRAUDULENT TRANSACTION/FALSE OR CONCEAL"
"2619","517.301(1)(A)2","F","3","SECURITIES/FRAUDULENT TRANSACTION"
"2620","517.302(1)","F","3","SECURITIES TRANSACTIONS VIOLATION"
"2621","517.302(2)","F","1","SECURITIES TRANSACTIONS VIOLATION/EXCEEDING $50K"
"2622","517.312","F","1","SECURITIES/INVESTMENT BOILER ROOM"
"2623","517.312(1)(A)","F","1","SELL SECRTY INVST 50K DOLS AND 5 OR MORE VICT"
"2624","520.34","M","1","RETAIL INSTALLMENT CONTRACT VIOLATION"
"2625","520.90","M","1","HOME IMPROVEMENT SALES VIOLATION"
"2626","526.01","M","1","LIQUID FUEL/FRAUD & DECEPTION IN SALES OF/2ND CONV"
"2627","526.01","M","2","LIQUID FUEL/FRAUD & DECEPTION IN SALES OF"
"2628","527.02(1)","F","3","DEAL LIQUIFIED PETROLEUM GAS APPLIANCE WO LIC"
"2629","531.50(3)(A)","M","1","UNAPPROVED INCORRECT WEIGHT MEASURES SUBSQ OFF"
"2630","531.50(3)(A)","M","2","UNAPPROVED INCORRECT WEIGHT MEASURES 1ST OFF"
"2631","531.50(3)(B)","M","1","USE REJECTED WEIGHT MEASURES WO AUTH SUBSQ OFF"
"2632","531.50(3)(B)","M","2","USE REJECTED WEIGHT MEASURES WO AUTH 1ST OFF"
"2633","531.50(3)(C)","M","1","RMV REJECT MARK WGT MEASURE WO AUTH SUBSQ OFF"
"2634","531.50(3)(C)","M","2","RMV REJECT MARK WEIGHT MEASURE WO AUTH 1ST OFF"
"2635","538.04(1)","M","1","SECOND HAND DEALER/RECORD KEEPING VIOLATON"
"2636","538.04(4)(A)","F","3","SECONDHAND DEALER/VERIFICATION/OWNERSHIP/LT $300"
"2637","538.04(4)(B)","F","2","SECONDHAND DEALER/FLS VERIF OF OWNERSHIP/> $300"
"2638","538.06","M","1","PAWNSHOP/HOLDING PERIOD VIOLATION"
"2639","538.09(1)","M","1","PAWNSHOP/FAILURE TO REGISTER WITH DEPT OF REVENUE"
"2640","538.15","M","1","PAWNSHOP/PROHIBITED ACTS"
"2641","538.16","M","1","PAWNBROKER/DISPOSING OF PROPERTY"
"2642","538.19","F","2","METAL RECYCLER FAIL TO KEEP REQ RECORDS/3RD/SUB"
"2643","538.19","F","3","METAL RECYCLER FAIL TO KEEP REQ RECORDS"
"2644","538.19","M","1","REGULATED METALS/VIOLATION OF RECORDS/PRIOR TO2013"
"2645","538.20","M","1","REGULATED METALS/INSPECTION OF PROPERTY & RECORDS"
"2646","538.21","F","2","REFUSE HONOR HOLD NOTICE 3RD OR SUBSQ OFF"
"2647","538.21","F","3","METAL RECYCLER REFUSE HONOR HOLD NOTICE"
"2648","538.21","M","1","REGULATED METALS/VIOLATION OF HOLD NOTICE"
"2649","538.23(3)(A)","F","3","REGULATED METALS/FALSE INFO/RECEIVED MONEY <$300"
"2650","538.23(3)(B)","F","2","REGULATED METALS/FALSE INFO/RECEIVED MONEY >$300"
"2651","538.235","F","2","VIOLATE PAYMENT METHOD 3RD OR SUBSQ OFF"
"2652","538.235","F","3","RECYCLER VIOLATE PAYMENT METHOD"
"2653","538.235","M","1","REGULATED METALS/METHOD OF PAYMENT VIOLATION"
"2654","538.25(1)","F","3","REGULATED METALS/VIOLATION OF REGISTRATION REQ"
"2655","538.26(1)","M","1","METAL RECYCLER PURCHASE METAL 7PM TO 7AM"
"2656","538.26(2)","F","2","BUY WO SELLER HAVING VEHICLE 3RD OR SUBSQ OFF"
"2657","538.26(2)","F","3","SEC METAL RECYCLER BUY WO SELLER HAVE VEHICLE"
"2658","538.26(3)","M","1","METAL RECYCL PURCH METAL OTHER PLACE OF BUSN"
"2659","538.26(4)","M","1","REGULATED METALS/PROHIBITED ACTS"
"2660","538.26(5)","M","1","SEC METAL RECYCLER BUY RESTRIC METAL WO PROOF"
"2661","539.001(12)(A)","M","1","PAWNBROKER/FAIL TO ENTER MATERIAL MATTER"
"2662","539.001(12)(E)","M","1","PAWNBROKER/ALLOW TO WAIVE PROVISIONS"
"2663","539.001(12)(J)","M","1","PAWNBROKER/TITLE LOAN TRANSACTION VIOLATION"
"2664","539.001(12)(N)","M","1","PAWNBROKER/ACCEPT MISAPPROPRIATED PROPERTY"
"2665","539.001(17)(A)","F","3","PAWNBROKER/NO LICENSE"
"2666","539.001(8)(B)8A","F","3","PAWNBROKER/FALSE VERI/ALTER ID/LESS THAN 300"
"2667","539.001(8)(B)8B","F","2","PAWNBROKER/FALSE VERI/ALTERED ID/300 OR MORE"
"2668","539.01(12)(A)","M","1","PAWNBROKER TRANSACTION FORM VIOLATION"
"2669","540.11","F","3","PHONOGRAPH RECORDING/UNAUTHORIZED COPYING"
"2670","540.11(2)(A)1","F","3","SOUND RECORDINGS/TRANSFER/SELL FOR PROFIT"
"2671","540.11(3)(A)(1)","F","3","PHONO/DISK/WIRE/TAPE/FILE/UNAUTHORIZED SALE"
"2672","540.11(3)(A)3","F","3","PHONO RECORD/DISK/WIRE/TAPE/FILE/UNAUTHOR COPYING"
"2673","540.11(3)(B)2","F","3","AUDIO/AUDIOVISUAL/UNAUTHORIZED COPYING"
"2674","540.11(3)(B)3","M","1","PHONO RECORDS/TAPES/DISKS/UNAUTHORIZED COPYING"
"2675","540.12(2)","F","3","UNLAWFUL USE/AUDIOVISUAL RECORD/MOVIE THTR/SUB OFF"
"2676","540.12(2)","M","1","UNLAWFUL USE/AUDIOVISUAL RECORDER IN MOVIE THEATER"
"2677","549.05","M","2","RACE MEET/HOLD WITHOUT NOTIFYING SHERIFF"
"2678","550.235","F","3","RACE/CONNIVE/PREARRANGE RESULTS"
"2679","550.3551(1)","F","3","RACE INFORMATION/UNLAWFUL DISSEMINATION"
"2680","550.3615(1)","F","3","BOOKMAKING ON GROUNDS OF PERMITHOLDER"
"2681","551.109(4)","F","3","MANIPULATE SLOT MACHINE OPERATION PAYOFF"
"2682","552.101","M","1","EXPLOSIVE/UNLAWFUL POSSESSION"
"2683","552.22(10)","M","1","EXPLOSIVES/POSN WITHOUT LICENSE"
"2684","555.555","N","0","INVALID CHARGE"
"2685","556.105(1)","N","0","EXCAVATION/DEMOLITION/FAL TO PROVIDE INFORMATION"
"2686","556.105(10)","N","0","EXCAVATION/DEMOLITION/MARK/LOCATE MISSING/STOP"
"2687","556.105(11)","N","0","EXCAVATION/DEMOLITION/STOP"
"2688","556.105(12)","N","0","EXCAVATION/CEASE AFTER DAMAGE"
"2689","556.105(5)","N","0","EXCAVATION/DEMOLITION/FAIL TO MARK UDRGRD UTILITY"
"2690","556.105(6)","N","0","EXCAVATION/MARKED/LOCATED ALLOTTED TIME"
"2691","556.107(2)","M","2","EXCAVATION/REMOVE/DESTROY STAKES OR PHYSICAL MRKGS"
"2692","559.904(1)","M","2","OPERATING MOTOR VEH REPAIR SHOP W/O REGISTRATION"
"2693","559.904(11)","M","2","MV REP SHOP/DEF/REM CLSD SIGN-OP/W SUS/REV REG"
"2694","559.917(3)","M","2","VEHICLE/FAILURE TO RELEASE FROM REPAIR SHOP"
"2695","559.9335(1)","M","1","CONDUCTING BUSINESS/SELLER OF TRAVEL W/O REG"
"2696","559.9335(3)","M","1","TRAVEL/SELLER/APPLICATION/FALSE STATEMENTS"
"2697","560.1073","F","3","MONEY TRANSMITTING/FALSE/MISLEADING STATMENTS/DOCM"
"2698","560.111(1)(C)","F","3","MONEY SERVICES MAKE FALSE ENTRY IN BOOKS/INTENT FR"
"2699","560.111(1)(G)","F","3","MONEY SERVICES /POSSESS FRAUDULENT PARAPHERNALIA"
"2700","560.118(3)","F","3","MONEY TRANSMITTER/DEMAND/ORDER/COMPLIANCE"
"2701","560.123(8)(A)","M","1","MONEY TRANSMITTERS/RECORDS/REPORTS REQUIREMENTS"
"2702","560.123(8)(B)1","F","3","MONEY TRANSMT/RECORDS/REPTS REQUIRED/>300<20000"
"2703","560.123(8)(B)2","F","2","MONEY TRANSMT/RECORDS/RECPT REQU/>20K<100K"
"2704","560.123(8)(B)3","F","1","MONEY TRANSMT/RECORDS/RECPTS REQUIRED/>100K"
"2705","560.125(5)(A)","F","3","MONEY TRANSMITTER/UNAUTHORIZED/>300<20K"
"2706","560.125(5)(B)","F","3","MONEY TRANSMITTER/UNAUTHORIZED/>20K<100K/CONS"
"2707","560.125(5)(B)","F","2","MONEY TRANSMITTER/UNAUTHORIZED/>20K<100K"
"2708","560.125(5)(C)","F","1","MONEY TRANSMITTER/UNAUTHORIZED/>100K"
"2709","560.310(5)","F","3","MONEY TRANSMITTERS/RECORDS/CHK CASHERS/FORGN EXCH"
"2710","561.17","M","2","ALCOHOLIC BEVERAGE LICENSE APPLICATION VIOLATION"
"2711","561.23(2)","M","2","BEVERAGE LICENSE TO BE DISPLAYED"
"2712","562.11(1)(A)","M","1","ALCOHOLIC BEV/SALE TO A MINOR SUB OFF AFTER YEAR"
"2713","562.01","F","3","ALCOHOLIC BEVERAGE/POSN OF UNTAXED/2ND CONVICTION"
"2714","562.01","M","2","ALCOHOL/POSSESSION OF UNTAXED BEVERAGES"
"2715","562.02","F","3","ALCOHOLIC BEVERAGE/POSSESSION W/O LIC/SUBSEQ CONV"
"2716","562.02","M","2","ALCOHOLIC BEVERGE/POSSESSION W/O LICENSE"
"2717","562.061","M","2","ALCOHOLIC BEVERAGE/MISREPRESENTATION OF"
"2718","562.07","M","2","ALCOHOLIC BEVERAGE/UNLAWFUL TRANSPORTATION"
"2719","562.11(1)(A)","M","2","ALCOHOLIC BEVERAGE/SALE TO A MINOR"
"2720","562.11(1)(B)","M","1","ALCOHOLIC BEV/PROVIDE TO MINOR EMPLOYEE"
"2721","562.11(2)","M","2","ALCOHOLIC BEVERAGE/OBTAINING BY MISREPRESENTATION"
"2722","562.111","M","2","ALCOHOLIC BEVERAGE/POSSESSION BY A MINOR"
"2723","562.111(1)","M","2","ALCOHOLIC BEVERAGE/POSSESSION BY A MINOR"
"2724","562.12","M","2","ALCOHOLIC BEVERAGE/SELL WITHOUT A LICENSE"
"2725","562.13(1)","M","2","ALCOHOLIC BEVERAGE/EMPLOY A MINOR WHERE SOLD"
"2726","562.131","M","2","ALCOHOLIC BEVERAGE/UNLAWFUL SOLICITATION FOR SALE"
"2727","562.14","M","2","ALCOHOLIC BEVERAGE/SELL AFTER HOURS"
"2728","562.15","M","2","ALCOHOLIC BEVERAGE/POSSESSION OF UNSTAMPED"
"2729","562.16","M","2","ALCOHOL/BEVERAGES/POSSESSION/UNPAID TAX"
"2730","562.18","M","2","ALCOHOLIC BEVERAGES/POSSESSION/UNPAID FEDERAL TAX"
"2731","562.23","F","3","ALCOHOLIC BEVERAGE/CONSPIRE TO VIOLATE THE LAW"
"2732","562.27","F","3","ALCOHOLIC BEVERAGE/UNLAWFUL MANUFACTURE"
"2733","562.27(1)","F","3","ALCOHOLIC BEVERAGE/POSN  STILL/STILL MATERIALS"
"2734","562.27(2)","F","3","ALCOHOLIC BEVERAGE/POSN RAW MATERIALS TO MANUFACT"
"2735","562.28","F","3","BEVERAGES/POSSESSION IN FRAUD OF LAW"
"2736","562.32","F","3","ALCOHOLIC BEVERAGE/MOVING/CONCEALING/DEFRAUD TAX"
"2737","562.34(1)","F","3","ALCOHOLIC BEVERAGE/POSSESSION OF CONTAINER"
"2738","562.41","M","2","ALCOHOLIC BEVERAGE LAW/OBSTRUCTING SEARCH"
"2739","562.451(1)","M","2","MOONSHINE/POSSESSION/LESS THAN 1 GALLON"
"2740","562.451(2)","F","3","MOONSHINE/POSSESSION/MORE THAN 1 GALLON"
"2741","562.453","M","2","ALCOHOLIC BEVERAGE/CURB DRINKING PROHIBITED"
"2742","562.455","F","3","PLACE SELL POISON LIQUOR INJURE HEALTH"
"2743","562.48","M","2","MINOR/LOITERING/DANCE HALL"
"2744","562.61(3)(A)","M","1","ALCOHOL VAPORIZING DEVICE/SELL/OFFER FOR SALE"
"2745","563.045","M","2","BEVERAGE LAW/MALT BEVERAGE/SELL ILLEGALLY"
"2746","563.06","M","1","MALT BEVERAGE/UNSTAMPED"
"2747","565.11","M","2","ALCOHOLIC BEVERAGE/MISREPRESENTATIVE BRAND SOLD"
"2748","569.005","N","0","TOBACCO PRODUCTS/DEALER PERMIT VIOLATION"
